 Date,Campaign_Source,Video_ID,Category,Subcategory,Presenter,RPV,TotalViews,ViewsOffsite,ViewsOnsite,GrossRevenue,TotalUnitsSold,TotalSecondsViewed,SecondsViewedOffsite,SecondsViewedOnsite,SalePrice
5/13/15,syndication-aol-hp-test,2115,Health & Fitness,Exercise,Leandra Rouse,0.44,48290,46598,1692,21444,155,2275309,2193675,81634,138.35
5/13/15,syndication-aol-hp-test,2055,Accessories,Shoes,Zoe Ruderman,0.32,16488,15962,526,5282,38,724118,701563,22555,139
5/12/15,syndication-aol-hp-test,2055,Accessories,Shoes,Zoe Ruderman,0.16,5109,5056,53,834,6,228549,226423,2126,139
5/12/15,syndication-aol-hp-test,2113,Beauty,Skincare,Zoe Ruderman,0.45,2650,2502,148,1194,6,152409,142376,10033,199
5/12/15,syndication-aol-hp-test,2018,Apparel,Outerwear,Zoe Ruderman,0,1228,1223,5,0,0,40318,40181,137,
5/12/15,syndication-aol-hp-test,2099,Accessories,Fashion Jewelry,Shalini Vadhera,0.56,16515,15632,883,9222.5,160,633170,597765,35405,57.64
5/11/15,syndication-aol-hp-test,1916,Beauty,Skincare,Zoe Ruderman,0.43,5903,5708,195,2548,26,295327,287436,7891,98
5/11/15,syndication-aol-hp-test,2113,Beauty,Skincare,Zoe Ruderman,0.58,32006,31020,986,18706,94,2190454,2125113,65341,199
5/11/15,syndication-aol-hp-test,2107,Beauty,Fragrance ,Mikaela South,0.2,1664,1603,61,330,11,62718,60669,2049,30
5/11/15,syndication-aol-hp-test,2105,Accessories,Shoes,Zoe Ruderman,0.09,1359,1331,28,120,2,49963,48672,1291,60
5/10/15,syndication-aol-hp-test,2107,Beauty,Fragrance ,Mikaela South,0.18,1008,971,37,180,6,37186,35804,1382,30
5/10/15,syndication-aol-hp-test,1916,Beauty,Skincare,Zoe Ruderman,0.52,15532,15087,445,8134,83,754687,734276,20411,98
5/9/15,syndication-aol-hp-test,1980,Beauty,Skincare,Zoe Ruderman,0.15,1086,1045,41,165,3,60012,57484,2528,55
5/9/15,syndication-aol-hp-test,2107,Beauty,Fragrance ,Mikaela South,0.08,3745,3545,200,300,10,160146,152846,7300,30
5/9/15,syndication-aol-hp-test,2018,Apparel,Outerwear,Zoe Ruderman,0.76,7022,6866,156,5310,59,384943,378431,6512,90
5/8/15,syndication-aol-hp-test,2107,Beauty,Fragrance ,Mikaela South,0.3,23389,22356,1033,7025,164,930227,891742,38485,42.84
5/8/15,syndication-aol-hp-test,2105,Accessories,Shoes,Zoe Ruderman,0.1,2296,2220,76,240,4,81575,77340,4235,60
5/7/15,syndication-aol-hp-test,1980,Beauty,Skincare,Zoe Ruderman,0.27,4059,3946,113,1100,20,236670,231341,5329,55
5/7/15,syndication-aol-hp-test,2105,Accessories,Shoes,Zoe Ruderman,0.38,14082,13594,488,5400,90,582266,563109,19157,60
5/7/15,syndication-aol-hp-test,1390,Beauty,Skincare,Mikaela South,0,1659,1647,12,0,0,55781,55347,434,
5/6/15,syndication-aol-hp-test,2095,Apparel,Outerwear,Tienlyn Jacobson,0.17,3512,3420,92,588,6,131938,126709,5229,98
5/6/15,syndication-aol-hp-test,1980,Beauty,Skincare,Zoe Ruderman,0.27,15745,15342,403,4235,77,900417,882931,17486,55
5/5/15,syndication-aol-hp-test,2095,Apparel,Outerwear,Tienlyn Jacobson,0.09,14378,13920,458,1326,17,541953,519698,22255,78
5/5/15,syndication-aol-hp-test,1419,Accessories,Fashion Jewelry,Zoe Ruderman,0.35,6470,6326,144,2262,39,369413,361438,7975,58
5/5/15,syndication-aol-hp-test,2094,Beauty,Skincare,Mikaela South,0.09,1074,1050,24,98,2,38357,37345,1012,49
5/4/15,syndication-aol-hp-test,1419,Accessories,Fashion Jewelry,Zoe Ruderman,0.15,8063,7909,154,1218,21,503742,495697,8045,58
5/4/15,syndication-aol-hp-test,1390,Beauty,Skincare,Mikaela South,0.11,19871,19617,254,2100,14,757154,747538,9616,150
5/4/15,syndication-aol-hp-test,1896,Beauty,Skincare,Zoe Ruderman,0.2,6276,6220,56,1242,23,313641,310491,3150,54
5/4/15,syndication-aol-hp-test,2080,Accessories,Shoes,Shalini Vadhera,0.18,1518,1494,24,280,2,48535,47447,1088,140
5/3/15,syndication-aol-hp-test,2080,Accessories,Shoes,Shalini Vadhera,0.24,3502,3443,59,840,6,151328,148723,2605,140
5/3/15,syndication-aol-hp-test,1896,Beauty,Skincare,Zoe Ruderman,0.17,13522,13394,128,2268,42,714016,705525,8491,54
5/2/15,syndication-aol-hp-test,2080,Accessories,Shoes,Shalini Vadhera,0.19,22014,21628,386,4200,30,952514,936075,16439,140
5/2/15,syndication-aol-hp-test,1962,Apparel,Tops,Tienlyn Jacobson,0.24,2919,2805,114,708,14,179136,173269,5867,50.57
5/1/15,syndication-aol-hp-test,2084,Beauty,Skincare,Marcy McKenna,0.15,1323,1305,18,201.5,3,50203,49198,1005,67.17
5/1/15,syndication-aol-hp-test,1962,Apparel,Tops,Tienlyn Jacobson,0.32,19905,18974,931,6378,158,1187896,1141684,46212,40.37
5/1/15,syndication-aol-hp-test,2088,Beauty,Bath & Body,Zoe Ruderman,0.5,1815,1719,96,912,24,105070,99055,6015,38
4/30/15,syndication-aol-hp-test,2088,Beauty,Bath & Body,Zoe Ruderman,0.36,26506,25459,1047,9424,248,1527810,1467860,59950,38
4/30/15,syndication-aol-hp-test,2026,Accessories,Shoes,Tienlyn Jacobson,0.06,1595,1565,30,100,1,57196,55925,1271,100
4/29/15,syndication-aol-hp-test,1529,Beauty,Skincare,Jenny Patinkin,0.13,2134,2109,25,288,6,93938,92549,1389,48
4/29/15,syndication-aol-hp-test,2081,Health & Fitness,Nutrition & Detox,Leandra Rouse,0.1,1753,1695,58,170,2,84748,82046,2702,85
4/29/15,syndication-aol-hp-test,1659,Beauty,Skincare,Mikaela South,0.34,33919,33253,666,11419,171,2742397,2690137,52260,66.78
4/29/15,syndication-aol-hp-test,2059,Accessories,Fashion Jewelry,Tienlyn Jacobson,0,1173,1152,21,0,0,55206,54019,1187,
4/28/15,syndication-aol-hp-test,2074,Accessories,Fashion Jewelry,Tienlyn Jacobson,0.98,16560,15631,929,16278,281,595598,561087,34511,57.93
4/28/15,syndication-aol-hp-test,2059,Accessories,Fashion Jewelry,Tienlyn Jacobson,0.07,1111,1086,25,75,1,52233,51209,1024,75
4/28/15,syndication-aol-hp-test,2081,Health & Fitness,Nutrition & Detox,Leandra Rouse,0.24,2796,2669,127,680,8,134687,128192,6495,85
4/28/15,syndication-aol-hp-test,2026,Accessories,Shoes,Tienlyn Jacobson,0.48,1037,696,341,500,5,51569,38328,13241,100
4/28/15,syndication-aol-hp-test,1901,Beauty,Skincare,Zoe Ruderman,0.21,1127,1119,8,232,4,47372,47010,362,58
4/27/15,syndication-aol-hp-test,2053,Beauty,Skincare,Jenny Patinkin,0,1190,1186,4,0,0,48418,48269,149,
4/27/15,syndication-aol-hp-test,2016,Apparel,Outerwear,Tienlyn Jacobson,0.03,1954,1947,7,60,1,74488,74173,315,60
4/27/15,syndication-aol-hp-test,1651,Beauty,Skincare,Jenny Patinkin,1.32,1197,1160,37,1580,10,92314,89886,2428,158
4/27/15,syndication-aol-hp-test,2026,Accessories,Shoes,Tienlyn Jacobson,0.37,24152,23664,488,8889,90,1187193,1168004,19189,98.77
4/26/15,syndication-aol-hp-test,1651,Beauty,Skincare,Jenny Patinkin,0.4,12928,12612,316,5150,41,983565,958850,24715,125.61
4/26/15,syndication-aol-hp-test,2063,Accessories,Shoes,Shalini Vadhera,0.47,5144,4923,221,2415,39,205396,196827,8569,61.92
4/25/15,syndication-aol-hp-test,2063,Accessories,Shoes,Shalini Vadhera,0.44,45862,43956,1906,19958,322,1903452,1830576,72876,61.98
4/25/15,syndication-aol-hp-test,2078,Beauty,Skincare,Mikaela South,0.27,3491,3343,148,954,24,194187,183436,10751,39.75
4/25/15,syndication-aol-hp-test,1529,Beauty,Skincare,Jenny Patinkin,0.18,2733,2637,96,480,10,143027,136983,6044,48
4/24/15,syndication-aol-hp-test,2078,Beauty,Skincare,Mikaela South,0.25,44679,44201,478,10994,401,2428055,2401391,26664,27.42
4/24/15,syndication-aol-hp-test,1529,Beauty,Skincare,Jenny Patinkin,0.18,6779,6716,63,1248,26,355055,352269,2786,48
4/23/15,syndication-aol-hp-test,1529,Beauty,Skincare,Jenny Patinkin,0.15,35991,35600,391,5232,109,1799338,1780378,18960,48
4/23/15,syndication-aol-hp-test,2015,Beauty,Makeup,Mikaela South,0.09,2857,2744,113,264,11,154868,147299,7569,24
4/23/15,syndication-aol-hp-test,2070,Home,Kitchen & Food,Marcy McKenna,0.11,20527,20222,305,2202,68,1212803,1198353,14450,32.38
4/22/15,syndication-aol-hp-test,2015,Beauty,Makeup,Mikaela South,0.09,3957,3864,93,360,15,220342,215537,4805,24
4/22/15,syndication-aol-hp-test,2071,Apparel,Tops,Kalee Hewlett,0.05,2298,2230,68,125,1,63990,61961,2029,125
4/22/15,syndication-aol-hp-test,2070,Home,Kitchen & Food,Marcy McKenna,0.06,90284,88784,1500,5024,157,5219854,5147574,72280,32
4/21/15,syndication-aol-hp-test,2071,Apparel,Tops,Kalee Hewlett,0.16,10918,10346,572,1782,18,352520,333302,19218,99
4/21/15,syndication-aol-hp-test,2062,Apparel,Dresses,Zoe Ruderman,0.51,1830,1754,76,928,16,81815,77998,3817,58
4/21/15,syndication-aol-hp-test,2015,Beauty,Makeup,Mikaela South,0.16,2356,2307,49,384,16,135079,132191,2888,24
4/20/15,syndication-aol-hp-test,2060,Accessories,Shoes,Tienlyn Jacobson,0.15,2100,2066,34,315,3,73364,71941,1423,105
4/20/15,syndication-aol-hp-test,2041,Accessories,Fashion Jewelry,Zoe Ruderman,0.48,3389,3275,114,1638,21,193959,188312,5647,78
4/20/15,syndication-aol-hp-test,2062,Apparel,Dresses,Zoe Ruderman,0.23,7532,7250,282,1745,29,356585,342397,14188,60.17
4/20/15,syndication-aol-hp-test,2020,Beauty,Skincare,Mikaela South,0.02,1574,1472,102,30,1,52870,48382,4488,30
4/19/15,syndication-aol-hp-test,2060,Accessories,Shoes,Tienlyn Jacobson,0.15,8968,8607,361,1310,12,420475,404749,15726,109.17
4/19/15,syndication-aol-hp-test,2020,Beauty,Skincare,Mikaela South,0.02,1595,1575,20,30,1,55134,54438,696,30
4/19/15,syndication-aol-hp-test,2059,Accessories,Fashion Jewelry,Tienlyn Jacobson,0.2,1098,1035,63,225,3,48978,45640,3338,75
4/19/15,syndication-aol-hp-test,2041,Accessories,Fashion Jewelry,Zoe Ruderman,0.22,28269,27478,791,6084,78,1672917,1633725,39192,78
4/18/15,syndication-aol-hp-test,2060,Accessories,Shoes,Tienlyn Jacobson,0.16,24994,23956,1038,3885,37,1235815,1191153,44662,105
4/18/15,syndication-aol-hp-test,2059,Accessories,Fashion Jewelry,Tienlyn Jacobson,0.06,3872,3781,91,225,3,167722,163405,4317,75
4/18/15,syndication-aol-hp-test,1188,Beauty,Skincare,Sian Richards,0.05,1955,1944,11,98,1,92540,92245,295,98
4/17/15,syndication-aol-hp-test,2055,Accessories,Shoes,Zoe Ruderman,0.68,23469,23124,345,15846,114,1032416,1016809,15607,139
4/17/15,syndication-aol-hp-test,2059,Accessories,Fashion Jewelry,Tienlyn Jacobson,0.55,7947,7378,569,4366,74,439421,406852,32569,59
4/16/15,syndication-aol-hp-test,2055,Accessories,Shoes,Zoe Ruderman,0.28,44145,43503,642,12262,88,1948139,1919487,28652,139.34
4/16/15,syndication-aol-hp-test,1938,Apparel,Tops,Tienlyn Jacobson,0.39,1504,1455,49,584,6,81290,78252,3038,97.33
4/16/15,syndication-aol-hp-test,953,Beauty,Makeup,Mikaela South,0.15,1638,1591,47,252,14,179666,174533,5133,18
4/16/15,syndication-aol-hp-test,1458,Beauty,Bath & Body,Zoe Ruderman,0.14,9454,9315,139,1305,29,439310,433036,6274,45
4/15/15,syndication-aol-hp-test,2043,Apparel,Tops,Shalini Vadhera,0.43,1826,1739,87,780,10,72004,67803,4201,78
4/15/15,syndication-aol-hp-test,1938,Apparel,Tops,Tienlyn Jacobson,0.24,11348,11029,319,2696,27,664048,650419,13629,99.85
4/14/15,syndication-aol-hp-test,2043,Apparel,Tops,Shalini Vadhera,1.06,11076,10432,644,11741,199,507060,475615,31445,59
4/14/15,syndication-aol-hp-test,2006,Apparel,Dresses,Tienlyn Jacobson,0.31,1727,1420,307,544,6,96074,77623,18451,90.67
4/14/15,syndication-aol-hp-test,1007,Beauty,Skincare,Mikaela South,0.42,2390,2313,77,1008,28,178069,172922,5147,36
4/13/15,syndication-aol-hp-test,767,Health & Fitness,Nutrition & Detox,Leandra Rouse,0.13,26197,25338,859,3384,122,1197059,1158224,38835,27.74
4/13/15,syndication-aol-hp-test,2006,Apparel,Dresses,Tienlyn Jacobson,0.26,21942,21493,449,5683,68,1307971,1283221,24750,83.57
4/13/15,syndication-aol-hp-test,2033,Accessories,Fashion Jewelry,Shalini Vadhera,0.26,1745,1704,41,448,7,63871,62650,1221,64
4/13/15,syndication-aol-hp-test,2028,Apparel,Dresses,Zoe Ruderman,0.06,1385,1357,28,78,1,63257,61896,1361,78
4/12/15,syndication-aol-hp-test,767,Health & Fitness,Nutrition & Detox,Leandra Rouse,0.16,36942,35952,990,5995,190,1786275,1739970,46305,31.55
4/12/15,syndication-aol-hp-test,1005,Beauty,Bath & Body,Zoe Ruderman,0,4505,4346,159,0,0,383968,374160,9808,
4/12/15,syndication-aol-hp-test,2028,Apparel,Dresses,Zoe Ruderman,0,2087,2056,31,0,0,102230,100673,1557,
4/11/15,syndication-aol-hp-test,1005,Beauty,Bath & Body,Zoe Ruderman,0.36,39978,39165,813,14250,570,3237517,3176433,61084,25
4/10/15,syndication-aol-hp-test,2032,Accessories,Shoes,Zoe Ruderman,0.38,14513,13850,663,5544,56,786145,750908,35237,99
4/10/15,syndication-aol-hp-test,2031,Beauty,Skincare,Jenny Patinkin,0.21,1085,896,189,230,11,49633,39389,10244,20.91
4/10/15,syndication-aol-hp-test,2033,Accessories,Fashion Jewelry,Shalini Vadhera,0.38,10769,10195,574,4116,84,566022,537263,28759,49
4/9/15,syndication-aol-hp-test,2032,Accessories,Shoes,Zoe Ruderman,0.15,51107,49282,1825,7682.5,78,2619119,2528572,90547,98.49
4/9/15,syndication-aol-hp-test,2028,Apparel,Dresses,Zoe Ruderman,0.08,2992,2566,426,234,3,157573,130391,27182,78
4/9/15,syndication-aol-hp-test,2031,Beauty,Skincare,Jenny Patinkin,0.16,6429,6252,177,1045,55,275915,267898,8017,19
4/8/15,syndication-aol-hp-test,2028,Apparel,Dresses,Zoe Ruderman,0.22,38624,36853,1771,8319,106,2177422,2100626,76796,78.48
4/8/15,syndication-aol-hp-test,925,Beauty,Skincare,Mikaela South,0.27,2474,2436,38,680,8,143277,140813,2464,85
4/8/15,syndication-aol-hp-test,2008,Accessories,Fashion Jewelry,Zoe Ruderman,0.03,2957,2926,31,76,2,103809,102479,1330,38
4/7/15,syndication-aol-hp-test,2027,Beauty,Skincare,Jenny Patinkin,0.08,1806,1729,77,150,1,69589,65307,4282,150
4/7/15,syndication-aol-hp-test,2018,Apparel,Outerwear,Zoe Ruderman,0.61,2726,2675,51,1652,14,119170,117005,2165,118
4/7/15,syndication-aol-hp-test,2023,Apparel,Dresses,Tienlyn Jacobson,0.39,23033,22099,934,8920,152,1024315,983682,40633,58.68
4/6/15,syndication-aol-hp-test,2018,Apparel,Outerwear,Zoe Ruderman,0.54,11048,10679,369,6018,51,590905,573246,17659,118
4/6/15,syndication-aol-hp-test,2027,Beauty,Skincare,Jenny Patinkin,0.18,1658,1642,16,300,2,65031,64717,314,150
4/6/15,syndication-aol-hp-test,1986,Beauty,Makeup,Mikaela South,0.14,1007,965,42,140,5,42691,40782,1909,28
4/6/15,syndication-aol-hp-test,2008,Accessories,Fashion Jewelry,Zoe Ruderman,0.22,3631,3577,54,798,21,178198,175727,2471,38
4/5/15,syndication-aol-hp-test,2008,Accessories,Fashion Jewelry,Zoe Ruderman,0.24,19958,19679,279,4738,121,1004576,991480,13096,39.16
4/5/15,syndication-aol-hp-test,1986,Beauty,Makeup,Mikaela South,0.19,1023,959,64,196,7,44645,41519,3126,28
4/5/15,syndication-aol-hp-test,700,Beauty,Nails,Mikaela South,0,1375,1348,27,0,0,70062,68499,1563,
4/5/15,syndication-aol-hp-test,1959,Beauty,Hair,Zoe Ruderman,0.76,1191,1150,41,903,7,97908,94345,3563,129
4/4/15,syndication-aol-hp-test,1959,Beauty,Hair,Zoe Ruderman,0.72,14179,13642,537,10171,79,1168778,1123859,44919,128.75
4/4/15,syndication-aol-hp-test,700,Beauty,Nails,Mikaela South,0.16,2122,2068,54,330,11,107406,105089,2317,30
4/4/15,syndication-aol-hp-test,2016,Apparel,Outerwear,Tienlyn Jacobson,0.47,3831,3636,195,1786,30,194908,184726,10182,59.53
4/4/15,syndication-aol-hp-test,1823,Beauty,Hair,Mikaela South,0.08,1068,1063,5,84,3,50885,50583,302,28
4/3/15,syndication-aol-hp-test,2016,Apparel,Outerwear,Tienlyn Jacobson,0.3,8409,8021,388,2540,53,411806,392604,19202,47.92
4/3/15,syndication-aol-hp-test,1479,Beauty,Makeup,Tracy O'Connor,0.14,1311,1290,21,178,2,56713,55721,992,89
4/2/15,syndication-aol-hp-test,1444,Beauty,Bath & Body,Sian Richards,0.03,1401,1392,9,48,1,52246,51840,406,48
4/2/15,syndication-aol-hp-test,1943,Accessories,Shoes,Kalee Hewlett,0.31,28923,27201,1722,8890,60,1277066,1197227,79839,148.17
4/1/15,syndication-aol-hp-test,2009,Apparel,Bottoms,Tienlyn Jacobson,0.22,13994,13275,719,3102,18,687809,656187,31622,172.33
4/1/15,syndication-aol-hp-test,1975,Health & Fitness,Health & Wellness,Tienlyn Jacobson,0.13,1425,1378,47,189,1,65395,63328,2067,189
3/31/15,syndication-aol-hp-test,1463,Beauty,Skincare,Sian Richards,0.57,1201,1178,23,686,7,54149,53121,1028,98
3/31/15,syndication-aol-hp-test,2005,Apparel,Tops,Tienlyn Jacobson,0.32,11261,10702,559,3658,31,352292,334310,17982,118
3/30/15,syndication-aol-hp-test,2007,Beauty,Skincare,Mikaela South,0.17,11844,11416,428,2000,16,424003,408554,15449,125
3/30/15,syndication-aol-hp-test,1886,Beauty,Skincare,Mikaela South,0.37,7039,6867,172,2607,60,539847,529047,10800,43.45
3/30/15,syndication-aol-hp-test,1975,Health & Fitness,Health & Wellness,Tienlyn Jacobson,0.22,2527,2422,105,567,3,133201,127891,5310,189
3/29/15,syndication-aol-hp-test,1975,Health & Fitness,Health & Wellness,Tienlyn Jacobson,0.1,18255,17526,729,1759,10,944927,909554,35373,175.9
3/29/15,syndication-aol-hp-test,1479,Beauty,Makeup,Tracy O'Connor,0.07,1180,1158,22,80,1,51530,50595,935,80
3/29/15,syndication-aol-hp-test,1876,Apparel,Sweaters,Zoe Ruderman,0.43,1160,1135,25,495,5,57590,56391,1199,99
3/28/15,syndication-aol-hp-test,1876,Apparel,Sweaters,Zoe Ruderman,0.33,4742,4651,91,1565,15,229788,225877,3911,104.33
3/27/15,syndication-aol-hp-test,1463,Beauty,Skincare,Sian Richards,0.6,7865,7487,378,4688,65,414168,391740,22428,72.12
3/27/15,syndication-aol-hp-test,1972,Accessories,Shoes,Marcy McKenna,0.04,1024,984,40,38,2,62536,60538,1998,19
3/27/15,syndication-aol-hp-test,1999,Accessories,Shoes,Zoe Ruderman,0.37,1142,964,178,417,3,47725,39714,8011,139
3/26/15,syndication-aol-hp-test,1999,Accessories,Shoes,Zoe Ruderman,0.25,2210,1754,456,556,4,102949,80313,22636,139
3/26/15,syndication-aol-hp-test,1719,Beauty,Skincare,Mikaela South,0.03,1298,1283,15,39,1,76367,75078,1289,39
3/26/15,syndication-aol-hp-test,1533,Beauty,Hair,Jenny Patinkin,0.07,1157,1142,15,76,2,44068,43495,573,38
3/26/15,syndication-aol-hp-test,1972,Accessories,Shoes,Marcy McKenna,0.11,35229,34338,891,3733,208,2083991,2031352,52639,17.95
3/26/15,syndication-aol-hp-test,1896,Beauty,Skincare,Zoe Ruderman,0.13,14122,13910,212,1836,34,719244,705739,13505,54
3/25/15,syndication-aol-hp-test,1321,Beauty,Skincare,Mikaela South,0.14,3057,3016,41,418,6,147111,145104,2007,69.67
3/25/15,syndication-aol-hp-test,1479,Beauty,Makeup,Tracy O'Connor,0.09,2792,2745,47,240,3,113946,111566,2380,80
3/25/15,syndication-aol-hp-test,1999,Accessories,Shoes,Zoe Ruderman,1,15850,15098,752,15781,114,790394,758132,32262,138.43
3/24/15,syndication-aol-hp-test,1984,Apparel,Tops,Tienlyn Jacobson,0.26,21289,20892,397,5596,114,892541,874163,18378,49.09
3/24/15,syndication-aol-hp-test,1979,Home,Cleaning & Laundry Care,Marcy McKenna,0.15,2988,2896,92,450,10,245972,239838,6134,45
3/23/15,syndication-aol-hp-test,1529,Beauty,Skincare,Jenny Patinkin,0.05,1042,1017,25,48,1,49360,47783,1577,48
3/23/15,syndication-aol-hp-test,1979,Home,Cleaning & Laundry Care,Marcy McKenna,0.18,2022,1952,70,360,8,166769,161532,5237,45
3/23/15,syndication-aol-hp-test,1994,Accessories,Fashion Jewelry,Zoe Ruderman,0.11,3678,3263,415,406,7,193746,175030,18716,58
3/23/15,syndication-aol-hp-test,1971,Beauty,Hair,Jenny Patinkin,0.13,20927,20246,681,2824,146,1168033,1131830,36203,19.34
3/23/15,syndication-aol-hp-test,1659,Beauty,Skincare,Mikaela South,0.34,10233,9916,317,3471,52,833440,807305,26135,66.75
3/22/15,syndication-aol-hp-test,1973,Accessories,Shoes,Zoe Ruderman,0.04,2647,2630,17,95,1,109205,108040,1165,95
3/22/15,syndication-aol-hp-test,1979,Home,Cleaning & Laundry Care,Marcy McKenna,0.17,3655,3571,84,630,14,309334,302972,6362,45
3/22/15,syndication-aol-hp-test,1994,Accessories,Fashion Jewelry,Zoe Ruderman,0.23,32218,31445,773,7540,130,1680111,1649139,30972,58
3/21/15,syndication-aol-hp-test,1989,Accessories,Bags,Shalini Vadhera,0.29,3861,3575,286,1120,10,139223,129658,9565,112
3/21/15,syndication-aol-hp-test,1974,Beauty,Skincare,Tracy O'Connor,0,1212,1167,45,0,0,71217,68771,2446,
3/21/15,syndication-aol-hp-test,1630,Beauty,Makeup,Mikaela South,0.38,1003,973,30,385,11,61183,59750,1433,35
3/21/15,syndication-aol-hp-test,1971,Beauty,Hair,Jenny Patinkin,0.13,4479,4343,136,600,33,280007,272494,7513,18.18
3/21/15,syndication-aol-hp-test,1990,Beauty,Tools,Sian Richards,0.42,11901,11233,668,5047,51,629379,591880,37499,98.96
3/20/15,syndication-aol-hp-test,1971,Beauty,Hair,Jenny Patinkin,0.18,5207,5052,155,944,49,325287,316994,8293,19.27
3/20/15,syndication-aol-hp-test,1630,Beauty,Makeup,Mikaela South,0.24,2596,2544,52,630,18,152568,148986,3582,35
3/20/15,syndication-aol-hp-test,1994,Accessories,Fashion Jewelry,Zoe Ruderman,0.34,1357,1238,119,464,8,45883,39206,6677,58
3/20/15,syndication-aol-hp-test,1989,Accessories,Bags,Shalini Vadhera,0.26,11500,11110,390,2937,33,403998,389426,14572,89
3/20/15,syndication-aol-hp-test,1979,Home,Cleaning & Laundry Care,Marcy McKenna,0.36,2350,2007,343,855,19,205505,180368,25137,45
3/20/15,syndication-aol-hp-test,1280,Health & Fitness,Exercise,Leandra Rouse,1.26,1344,1293,51,1690,13,62727,60473,2254,130
3/19/15,syndication-aol-hp-test,1973,Accessories,Shoes,Zoe Ruderman,0.09,4095,4064,31,380,4,158911,157650,1261,95
3/19/15,syndication-aol-hp-test,1971,Beauty,Hair,Jenny Patinkin,0.2,1026,941,85,208,11,66835,61036,5799,18.91
3/19/15,syndication-aol-hp-test,1979,Home,Cleaning & Laundry Care,Marcy McKenna,0.18,49414,47881,1533,8865,197,4125812,4015002,110810,45
3/19/15,syndication-aol-hp-test,1974,Beauty,Skincare,Tracy O'Connor,0.26,1166,1084,82,304,32,73069,68853,4216,9.5
3/19/15,syndication-aol-hp-test,1311,Accessories,Shoes,Zoe Ruderman,0.27,1939,1903,36,520,8,119402,117127,2275,65
3/18/15,syndication-aol-hp-test,1973,Accessories,Shoes,Zoe Ruderman,0.12,5380,5311,69,665,7,216350,213245,3105,95
3/18/15,syndication-aol-hp-test,1974,Beauty,Skincare,Tracy O'Connor,0.15,35604,34132,1472,5410,569,1926917,1853836,73081,9.51
3/18/15,syndication-aol-hp-test,1868,Beauty,Makeup,Zoe Ruderman,0,1427,1396,31,0,0,111669,109692,1977,
3/18/15,syndication-aol-hp-test,1311,Accessories,Shoes,Zoe Ruderman,0.17,1948,1900,48,325,5,117443,114921,2522,65
3/18/15,syndication-aol-hp-test,1458,Beauty,Bath & Body,Zoe Ruderman,0.27,1353,1289,64,360,8,90022,86567,3455,45
3/18/15,syndication-aol-hp-test,1435,Beauty,Skincare,Mikaela South,0.08,1667,1655,12,129,3,84973,84554,419,43
3/17/15,syndication-aol-hp-test,1976,Accessories,Fashion Jewelry,Shalini Vadhera,0.27,35880,34682,1198,9686,167,1779712,1723135,56577,58
3/17/15,syndication-aol-hp-test,1973,Accessories,Shoes,Zoe Ruderman,0.3,4506,4279,227,1330,14,247201,235189,12012,95
3/17/15,syndication-aol-hp-test,1969,Beauty,Skincare,Mikaela South,0.03,6353,6273,80,190,5,289106,284875,4231,38
3/17/15,syndication-aol-hp-test,1974,Beauty,Skincare,Tracy O'Connor,0.18,1142,1010,132,209,22,64267,54929,9338,9.5
3/16/15,syndication-aol-hp-test,1973,Accessories,Shoes,Zoe Ruderman,0.17,53263,52497,766,9310,98,2811204,2775729,35475,95
3/16/15,syndication-aol-hp-test,1965,Apparel,Tops,Zoe Ruderman,0.03,2311,2279,32,74,1,91764,90224,1540,74
3/16/15,syndication-aol-hp-test,1959,Beauty,Hair,Zoe Ruderman,0.39,2984,2934,50,1161,9,229953,225644,4309,129
3/15/15,syndication-aol-hp-test,1005,Beauty,Bath & Body,Zoe Ruderman,0,1374,1347,27,0,0,119977,117030,2947,
3/15/15,syndication-aol-hp-test,1803,Accessories,Fashion Jewelry,Zoe Ruderman,0.29,18131,17747,384,5182,65,862077,844693,17384,79.72
3/14/15,syndication-aol-hp-test,1956,Beauty,Skincare,Sian Richards,0.08,1407,1403,4,110,1,69756,69488,268,110
3/14/15,syndication-aol-hp-test,1850,Beauty,Makeup,Jenny Patinkin,0.34,23939,23030,909,8122,290,2070855,2010782,60073,28.01
3/14/15,syndication-aol-hp-test,1966,Accessories,Fashion Jewelry,Shalini Vadhera,0.31,1551,1389,162,476,7,87512,78540,8972,68
3/14/15,syndication-aol-hp-test,1958,Beauty,Nails,Mikaela South,0.01,1824,1782,42,18,1,68055,66482,1573,18
3/13/15,syndication-aol-hp-test,1966,Accessories,Fashion Jewelry,Shalini Vadhera,0.13,9174,8614,560,1188,22,466282,440043,26239,54
3/13/15,syndication-aol-hp-test,1958,Beauty,Nails,Mikaela South,0.01,2417,2352,65,18,1,89951,86919,3032,18
3/13/15,syndication-aol-hp-test,1965,Apparel,Tops,Zoe Ruderman,0.5,1787,1675,112,888,12,88372,82178,6194,74
3/12/15,syndication-aol-hp-test,1949,Beauty,Skincare,Mikaela South,0.09,2632,2579,53,230,5,121832,119222,2610,46
3/12/15,syndication-aol-hp-test,1458,Beauty,Bath & Body,Zoe Ruderman,0.11,2137,2077,60,225,5,117493,114464,3029,45
3/12/15,syndication-aol-hp-test,1280,Health & Fitness,Exercise,Leandra Rouse,0.8,2273,2223,50,1820,14,105391,103460,1931,130
