date,id,author,title,body,star_rating
2012-10-24,R37Y1TOM7BGBCG,Sherri Koester,Gripping Page Turner!,"This book was very interesting and engaging... I finally had to just sit down and finish it so I could move on with my life!  Each of the characters was artfully written. I was fascinated by the fictional town and how everyone was interrelated. I was transported to Pagford each time I opened the book. Many of the characters were unlikeable but still interesting to watch. I'm really impressed by Rowling, her mixture of dark humor and social commentary makes for a compelling read. I can't wait to see what she does next.",5.0
2012-10-24,R5K370IBJXCPX,Salvatore R. Mangano,Save your time by reading this review,This is a story where the most likable character in the book dies in the very beginning and then the provincial town where he lived proceeds to fall apart like a slow motion train wreck. The End. That's it. Don't bother.,2.0
2012-10-24,R1RL1XWQA28CRA,Ewat1,This is no Harry Potter,"This is definitely no Harry Potter.  I found this book very difficult to get in to.  This book has its moments of fantastic writing, but over all a storyline that could not hold my interest.",2.0
2012-10-24,R3FNQ1ZNYR16CY,meowpal,Casual Vacancy,"This book is very slow to get into.  A lot of back and forth with the characters so sometimes it  is hard to figure out who is who and whats going on.  Also instead of using basic names or easy to pronouce and remember names, she made up unusual and different names, which make it harder rather than easy reading.",3.0
2012-10-24,R2N8OJSVRA4IKY,Dmitry Broytman,JKR: Disillusion,"So you have read all of Harry Potter books, you love them, and are already anticipating pleasure from reading JKR's first adult novel.",1.0
2012-10-24,R3LX8QPPF89E50,Dancinghare,Engrossing Book,"This is a well-written book with well-developed characters. However, if you are looking for a ""feel good"" book or want to be entertained, you may want to look elsewhere. The book didn't captivate me until the middle, at which point I couldn't put it down. Even so, there were too many characters and none of them are very likable. The book addresses an overwhelming amount of society's ills. In the village of Pagford, everyone is unbelievably messed up. There isn't one person who doesn't have a significant emotional or relationship problem. It was interesting to watch the characters unfold and to discover their secrets. There is a complex web of cause and effect, often created by the characters' misunderstandings of certain situations. I was compelled to keep reading, waiting for the inevitable train wreck. The book contains frequent use of the ""f"" word and some uncomfortably adult situations. It is an irreverent, sad, shocking, and at times, darkly humorous story. There is a glimmer of hope at the end, which adds a tiny bit of light to an otherwise dark story. It's worth reading; just don't expect Harry Potter.",4.0
2012-10-24,RSKMHFRI9MM8X,Gale,Disappointing,"I tried over a period of several weeks to read the book.  It did not grab my interest in the least.  Many characters and after reading 20 percent of the book, I still could not figure out the main character.  None of the characters were likable.  I returned it for a refund.",1.0
2012-10-24,R1FDKU07QOYD1W,j'aimelire,jaimelire,"Simply put, the book did not get my attention, did not keep my interest even after 100 pages into the story and I was unable to finish it. Deleted it from my list.",2.0
2012-10-24,R2P7SLS8JNC4LQ,gopsu,Great Book,"I just got finished reading J.K. Rowling's The Casual Vacancy. I loved it. The development of each character throughout the book kept me coming back for more. It might have been a slow start, but once I really got into the core, it shocked me how much I was enjoying it. The last few pages left me sad, raw (because I might have connected with the characters more than I thought) and satisfied.",4.0
2012-10-24,R21TJSOHOEDXB1,June Mackie,"Rowling not a ""One Trick Poney""","Ms. Rowling is still my idol.  This book is impossible to put down.  The small English village life is so spot on and her characters are so believeable that I felt like a fly on the wall. Imagine Peton Place in 2012 in an English village but with a much better plot. Lovely, lovely, lovely story.  I would have to tell the whole plot if I started describing the story.  READ IT!  LOVE IT!  Pass it on to all your friends.  It's on my Kindle so that I can read it over and over again.",5.0
2012-10-24,R1ABU7I66G3AHM,eyeski,"Probably a ""Brit"" thing","Given this author's outstanding success, I assumed this would be a book I would like -- with excitement, intrigue, unusual twists, e.g. I found it anything but. The reader has to keep track of most of the population (so it seemed) of a couple of towns and their complicated relationships to one another. Plus, until near the end of the book, the plot was plodding, boring to the point I wondered if there ever would be any climax. There was, eventually, but not until I'd read 80% of the book. Plus the characters had little so few redeeming graces that I couldn't seem to care much about what happened to them one way or another. I'm just glad I didn't part with the price of the hardcover edition!",2.0
2012-10-24,R3CTDGH3UMM5IA,Sunbunny,Not happy,"It's no Harry Potter.  Characters are not particularly engaging - they're dull.  Sorry I paid good money for it.  I just expected more.  I'm hoping as it goes on it will become more engrossing, right now it's very slow paced.  I realize this book was written for adults but adults like a bit of excitement and characters they can relate too.",3.0
2012-10-24,R36OQ312L2Q4WJ,Olene,"Life, Death and Politics in English Village","Conflicts arise between natives and newcomers and between haves and have-nots.  Characters from every social class and age group emerge fully developed in JKR's capable hands.  Set in modern times and cold reality, it is very different from the Harry Potter saga.",5.0
2012-10-24,R1UE17LC2F4QJG,Bronwen Jones,A ripping yarn and fabulous read,"I was hooked, from beginning to end. Also, from a writer's point of view, this is an interesting book, breaking some tiresome rules. It is a bible on how to write a successful multi-POV story, and there is plenty of back story here and there, all in each character's POV, quite long at up to a page and a half, in brackets, and gossipy. I would highly recommend this story. Well done, JK Rowling.",5.0
2012-10-24,R2O7VFQXDIS2T7,janet,The Casual Vacancy,Well I've had this book for a couple of weeks now and I still can't get into it. I keep trying to pick up from where I left off but I've skipped so many pages the story has slipped away too.Maybe I'll try it again one day!,1.0
2012-10-24,R2VJHCQ93XZTUF,Mickey,The Casual Vacancy,"I was very excited to read this book, as I had read all of the Harry Potter books, after my kids finished them.  I only got to the middle of Chapter 4 before I went on to another book in my kindle.  So maybe, this is a partial review. I found it a bore and difficult to understand, not being British. ( Because their colloquial language  being so different from ours, in the USA, it made for difficult and slow reading . ) Otherwise, it just might be a good book.....  I just couldn't get into it.",2.0
2012-10-24,R3728OZDKATQ0E,Amazon Customer,Love it!,"I am not entirely done reading this book, but I am more than half way through it. I think it is fabulous. It is multiple families stories all in one book. Some families lives are more boring than others. But I think the book is amazing. The writing is phenomenal, and the stories seem so real.",4.0
2012-10-24,R1X3Y32YGFDZVA,StoryReader,The Casual Vacancy,,5.0
2012-10-24,RSDHA7WDI7XC,lauren,Disapointed.,I had great expectations. I was hoping that an adult novel written by J.K.Rowlings would grab me as much as Harry Potter !  I was bored and kept hoping that the next chapter would ignite my interest. No way...  But I did try to give the book a chance so I read it to the very end.  Sorry but I hope there is no sequel  !!,3.0
2012-10-24,R2LIFNHRTZ25Z3,Biker Babe,Casual Vacancy,"I've just finished reading this book and was looking forward to enjoying it as I love all the Harry Potter books. I was disappointed in the story line and found it boring and a bit depressing, not one character was happy and it seemed to drag on and on. I would not recommend this book",2.0
2012-10-24,R3SUQRCUQ6QI73,Enjoy Reading Lynne,Casual Vacancy - thumbs down,I must say this really missed the mark in my book - didn't like it at all!! Not worth the monies or the time.,2.0
2012-10-24,R1IIYYTKLOVKP6,Allyg,Enjoyed the detail,I enjoyed Miss Rowling's first steps into adulthood. I am a fan of her other books. I felt she hit the mark on this story of English (British ) life having lived in a setting as described it brought back memories. The characters are all to be found in live either here in the USA or in the UK. The haves the have nots and those in between and of course those who want to rule. It has its funny side in a black way and of course tragedy.,5.0
2012-10-24,R1XXP9MXZTSRQ1,Upstate NY,Great story!,Started a bit slow but picked up very quickly.  Lots of twists and turns along the way!  I can almost see Pagford in my minds eye.,5.0
2012-10-24,RM0OYUABULVYI,BamaRose,Explosive!,Rowling certainly knows how to stimulate thought. I remember being *required* to read various books in high school. This is one that will be passed around surreptitiously  and devoured by high schoolers.,5.0
2012-10-24,RSK8YK5QX2452,mrsjmd3,For adults!!!,I was impressed with J. Rowlings first adult book. It kept the interest. I hope this becomes a series because,5.0
2012-10-24,R2OE3G96KG183P,Gary Hoggatt,"Rowling's novel is well-written, but just too small, petty, and brutally depressing","I'm a big Harry Potter fan.  Okay, so that out of the way, I was obviously looking forward to seeing what J.K. Rowling would do with her first post-Potter book, 2012's The Casual Vacancy.  In her new novel, Rowling displays her usual ability to build deep characters and intricate plots.  Unfortunately, all the characters are so dreary, being pitiful, a jerk, or a pitiful jerk, and and the plot so full of life-at-it's-smallest drama that you feel beaten down by the end.  Maybe that's what she's was going for.",2.0
2012-10-24,R2Z9GUIDFPCG7,Elizabeth Moore,casual vacancy,It was a shift from young adult to really adult reading for Rowling. It was well written and a sad story.,4.0
2012-10-24,R342NSCSGJCFR6,Amazon Customer,Casual Vacancy,"This is exactly what I felt after waiting days for this book to come out, a casual vacancy. I have waited in line for hours, enjoyed every hour of reading and rereading Ms. Rowling's prior series, but this was disapointing as her first adult selection offering. I so look forward to her characters vividly coming to life but this one didn't do that for me. I will admit I didn't finish the book, and that almost never happens. Wish I had read a sample.",2.0
2012-10-24,R3HRZHF031XHKX,C. W. Richards,Rowling for the rest of us,"Recognizing that Harry Potter is for younger readers, although many adults enjoy the novels as well.",5.0
2012-10-24,R1QKW96TQS88ZT,Ktb,She has proved herself,I thoroughly enjoyed reading this book! JK has proven how diversified she is as an author! Would recommend everyone to pick this up an give it a read!,5.0
2012-10-24,RHGTA10NKV3MS,A. Frederick,Sad little community.,"Package arrived promptly and in great shape.  The book was on CDs, could not finish, sad depressing town, people the same have given the CDs away.  Sorry this book was not my ""cup of tea"" and was really looking forward to the read.",2.0
2012-10-24,R8MBZ4VVH1RNF,Beth,Good read,This book started slow but built up steam. All in all a good read. Enjoyed the ending. Looking forward to more from her.,4.0
2012-10-24,R1RKRDE3XVLIE6,dogwalker,What a surprise!,"This book was a real surprise after reading the entire Harry Potter series twice.  It was not as graphic as I expected after reading the reviews prior to getting the book. I could not put the book down once I started it, but the ending was depressing.",5.0
2012-10-24,R1CPRXSCSLT19Y,D. J. Miller,Disappointing,After all of the hype I was anticipating reading this novel. Found it difficult to follow and sadly went onto other books after about 100 pages.,1.0
2012-10-24,RATYGKH565O1D,Amazon Customer,Characters Careen Into Each Other in Pagford,"If you enjoy stories that employ the point-of-views of multiple characters, then this novel is the right fit for you. Similar to the 2004 and 2005 films Crash and Syriana, The Casual Vacancy presents the, at-times sordid but most of all imperfect, lives of several characters as they invariably careen into each other in the tiny, gilded community of Pagford.",4.0
2012-10-24,R3LI8F3DZYDDET,JulieV,The Casual Vacancy is unoccupied,"I enjoyed the HP series from Ms Rowling and was looking forward to reading a grown-up novel from this author.  I have had the book for approx 1 week and normally would have had a book of this size read in just a few days.  I am only half way through ""The Casual Vacancy"" and not all that impressed.  I found the first several chapters to be confusing, garbled if you will.  It's as if a high school student desperate to impress thier English instructor, sat own with a thesaurus and used as many alternate words as possible.  It was rather unpleasant.  I do like the story line and it has gotten a bit better but I still find it just a bit difficult to follow.  Too many characters.  Perhaps it was the garbage I had to sort through in the beginning that just makes it less than joyful to read.  I don't know...maybe her niche is in writing for teens/pre-teens.  I will finish the book, eventually.",2.0
2012-10-24,R1PGKA1IZJMW14,Debbie,One of the best books I've read in a very long time.,The characters are so well developed I felt at times I was in the same room with them.  They were the last thing I thought about as I fell asleep and couldn't wait for morning to continue reading this wonderfully well written book.  The prose and poetry are beautiful.,5.0
2012-10-24,R27AW4KUTQR7AT,C. Elizabeth Barrett,Too Much but Not Enough,"By the end of the first 20 pages, I still didn't really care about any of the characters.  That's an enormous minus for this book.  There was too much information given about too many characters, and not enough reason for me to wonder what happens to them.  I simply didn't LIKE any of them.  Yes, I finished the book but when my Kindle died halfway through and I had to wait a week for a replacement, I didn't miss Casual Vacancy at all!  I think that says a lot.  Yes, the ending is thought-provoking, but it's no much work - work, not pleasure - to get through this book.",2.0
2012-10-24,R3PSLBXHON0UZR,gmamjr,Rowling's latest book.,"Sorry, but this book is a disappointment.  Nothing compelling about it.  No really interesting character development or story line. Just a lot of angry teenagers and unrealistic profiling.",1.0
2012-10-24,R1DT40QPA6X1CK,Jim Cross,Vacancy would have been a good title,Nothing was happening that was exciting until the end of the book.  Character developement was lacking.  She should go back to Harry Potter type books.,2.0
2012-10-24,R14UNNEGLDA8YJ,Hogwarts Wannabe,I Wanted To Like It,"I wanted to like Casual Vacancy. The two stars are for the excellence of the writing. J.K. Rowling has a wonderful turn of phrase and the ability to draw you into a world completely unlike your own. However, the plot was unrelentingly depressing. If I want to feel hopeless and sad, I'll read the news, not a book.",2.0
2012-10-24,R3GZT7OBYF8OGA,Punzoid,Disappointing,"My daughter, with an English degree, said ""It is a good thing J. K. Rowling wrote the Harry Potter series first."".  I completely agree.  This book was populated with uninteresting, mostly dreadful, people doing things which held no interest for me.  After reading the first few chapters, and in order to give it one last chance, I read the last few chapters and found the people were still uninteresting and mostly dreadful.  I have told our friends that it is awful and to not waste their money on it.",1.0
2012-10-24,R2HW9ADXOJOM25,Mac1,The Casual Vacancy,"A little disappointed in this book. Probably expected too much after Harry Potter. Took a bit too long to get into each character and they didn't feel quite real. She doesn't write as well for adults as she did for kids. All in all okay not a book that makes you feel good, but that is life for many people.",3.0
2012-10-23,R3OFOYGNQ5DG0B,Lady Pirate,casual vacancy,"Sorry to say this was one of the worst books I have ever read. I can't wait to get it out of the house. Dank, Depressing and a waste of my time and money. Sometimes people should stick to what they are good at. This book isn't IT.....",1.0
2012-10-23,R1Q4454SU9NMU6,beach reader,at  least the spelling was good,What a depressing dreary story. Not one likable character in the whole town. I couldn't wait to get it off my kindle.,1.0
2012-10-23,R2IBGLDRP49WGW,Helen,Good Read,"I bought the Kindle version of this book on the first day it was available day while traveling in Australia. Enjoyed it and it kept me turning the page! I was curious about a non HP story, and I believe JK delivered a very good social commentary in The Casual Vacancy. Read it then decide for yourself Be open!",4.0
2012-10-23,R2IZNR4B4MPNDB,C. Green,Poorly written downer,"I did read to the end, but things never got better.  If you like unrelieved death, despair  and disappointment here you go.",1.0
2012-10-23,R1CMED7A8RIN3M,Patty,Disappointing!,Rowlings should stick to Harry Potter and fantasy.  The writing was very convoluted and hard to follow.  I was disappointed because she had done such wonderful works with the Potter series and I was looking forward to something totally new and exciting.  Try again J.K. !,1.0
2012-10-23,R1QK5Z82WFATY3,ConstantReader,Not Harry Potter,"This book reminded me of a Chris Bohjalian book.  Troubling issues, but so well written that it is a joy to read.  I'm looking forward to her next book whether it is another HP, another like this one, or something totally different again.",5.0
2012-10-23,R20FWH68UR1TXN,Steven,Impressive,"Within the first chapters, the reader knows that Rowling spent a great deal of time developing the characters. What makes the book good is that the characters are believable. The book centers around the death of a small town councilman. Anyone acquainted with small town life and idiosyncrasies, will appreciate and relate to the characters of ""The Casual Vacancy"". If however, you are looking for anything like the Harry Potter series, keep looking. Rowling has demonstrated her gifts as a diversified writer in writing this wonderful and insightful novel.",5.0
2012-10-23,R1CKFOP9TCBWHJ,Linda Seim,It's not Harry Potter,This book was not at all what I expected. That aside it was filled with characters that were fully drawn and multifaceted. I really came to care about these people and therefore was rather disappointed with the ending and that us why I only gave it 4 stars.,4.0
2012-10-23,RQLHSDMYOGJNJ,JWPhelps,reader beware,Characters do not flow and the language was R  rated. I was going to read it because it was JK Rowlling and I loved Harry Potter.,1.0
2012-10-23,R3AQ6ABGRJX3LU,Arthur W. Wallace,Literature but not entertainment,"I read for many purposes. I read a lot of non-fiction in an effort to learn or understand a topic and I read fiction for enjoyment. Fiction presents an escape, an adventure, a fantasy, a comedy. I write extensively. It was very difficult to justify finishing a Casual Vacancy. As an avid Potter fan, I have read all the books and greatly enjoyed them. The descriptions, the characters, the plotting, the suspense was great fun. There was nothing of the sort in a Casual Vacancy. I had assumed that JK Rowling, who I greatly respect would write a murder mystery, or an adventure. It never occurred to me that she would write a novel with almost no plot, no adventure, no action, just as a study of a number of people, none of whom I cared about, all of whom were uniformly awful and involve them in a really boring effort to run for a boring office. A number of the characters died or had a misadenture and I didn't feel the least bit sad as they were all uniformly non sympathetic. When someone can write about sex and make it boring, uninteresting, and superfluous, one has really accomplished something. After reading a Casual Vacancy, cover to cover, I wished I hadn't.",1.0
2012-10-23,R3KGLXOKAKSD9H,Kristen,"Nothing like HP, but good nonetheless","If you are looking for a book like Harry Potter, this is not the book for you.",4.0
2012-10-23,R3PRHKFNG70HMZ,MCD,Too bored to finish it,"I never read a Harry Potter book, nor did I ever wish to. For some reason I had thought this would be an English murder mystery. I was clearly mistaken.  I am 170 pages in and there is no movement in the story. I'm bored. This book is a chore. That said, in some senses she is a fantastic writer, better than I had expected. I love her character delevopment, and I cannot overstate that. However, it seems as though that is all there is. If I am wrong, and this story picks up, please someone comment to this review and I will start reading the book again. In the meantime, I am putting it down.",3.0
2012-10-23,R1TCPBKR8MPW7Y,EJJ,Not a bad book but not in the least funny.,"Having never read a Harry Potter book, I read THE CASUAL VACANCY without preconceived notions. The book is advertised as being full of ""black humor,"" but I didn't find anything the least funny in this tale of damaged and poisonous people, all trying to even some score against their neighbors. Rowling apparently took care to make all her characters (including a tragic three-year-old boy and a number of unhappy teenagers) unsympathetic and obnoxious, and in this, she succeeded. Her writing is crisp and realistic, and it's impressive that she had the professional courage to turn from enormously popular fantasy to such a grubby story. Altogether, the book is a bit of a potboiler, but Rowling wraps it up successfully, concluding with few happy endings but some sense of faint justice.",3.0
2012-10-23,RXSJZPJ0Z7NZA,M. Crain,This is not a feel good book.,"I really disliked this book. Maybe I disliked it because I was accustomed to JK's writing style that conveyed a myriad of emotions within one's self. This book was, well, made me feel yucky...a downer. I wouldn't recommend this book to my friends or family.",1.0
2012-10-23,RTWE4P9ROAOZB,CaroleC,JKRowlings adult novel,"Tthis is JK Rowling's first adult novel and has a full cast of both adults and teeenagers. In fact, there are a large number of characters and they and their lives aand living styles are described in great and overdone detail.  This makes for a very long book that does not always hold the attention.",3.0
2012-10-23,R2NIHX8IA2Y345,Philip Ross Gordon,Just Not What I Expected,"I always expect J.K. Rowling to write imaginative stories filled with unique characters set in a fascinating environment. None of these expectations were met in ""The Casual Vacancy."" Forget that this is not a Harry Potter book. John Updike wrote about reality (or the effects of intrusions on reality) for decades. Yet, even in his most suburban novels, the characters were unique, the environment was suffused with a kind of underlying tension, and the stories were emotional adventures. This is never the case with this new book. The most touching character is Krystal, the welfare-class teenager who contends with a stupefied mother, a filthy environment, and a little brother who is infected from negligence. The other characters, (including the off-page Barry Fairweather who [spoiler] dies in the introduction) are mostly noticeable for their being annoying and narcissistic. The entire plot revolves around Fairweather's apparent charisma which is spoken about but never illustrated. We have to take the word of characters who routinely lie and misrepresent for purposes so petty and insignificant that we wonder what in God's name convinced the great Ms. Rowling that this was an interesting tale to tell.",2.0
2012-10-23,R11IQ1CW4C6V92,Thoms-Mom,Did I Just Read That?,"I waited all year for Casual Vacancy.  I had high expectations after reading the best series of books ever ""Harry Potter"".  When I ordered it I ""knew"" I would love it.  As I started to read it I ""hoped"" I would love it.  Halfway through I knew I was continuing on with the knowledge that this is J.K. Rowling, it has to be great.  Right?  Ahh...Wrong.  I feel utterly let down by this effort.  While I appreciate the layers of writing and the characters - - I just don't care about them.  I can't say I hated it, but would I read it again knowing what I know now?  I wouldn't.  What a bummer...",2.0
2012-10-23,R31AQNYMN43K58,J. Buke,WOW,"All I can say after reading this is HARRY WHO! Wonderful work by an author that I thought was done with. I am so pleased this is not the case and look forward to her next work...for us adults. Very entertaining, couldn't put it down. Well worth the wait. I did have my doubts...but she proved them wrong. Very seldom does this happen for an author who wrote a children's book. I think there have been two: Professor JRR TOLKIEN and his best friend CS LEWIS. This book has earned it's place on the shelf with their ADULT works. Cheers Jo!!",5.0
2012-10-23,R2R0V6RCX1HVQM,JW,Disappointed,"Others have written enough already for you to know that this book isn't enjoyable.  I'll still throw in my two cents and add that I find the characters to be largely petty, boring, and devoid of worth.  I'm sure this is intentional on J.K.'s part, but just because she does a fantastic job of depicting a town full of a-holes doesn't mean I want to read about them.",2.0
2012-10-23,R35TXO4IJ4SI3L,TAC in MN,uplifting.....not!,"In retrospect, I am not sure there was one functional character in the entire book.  No doubt the author posesses writing skills, but if you thought there were dark characters in the Harry Potter series, hang on to your reading seat, you are in for a rough ride.  Redeeming values are few and far between.",4.0
2012-10-23,R33LS2VT779XSP,Mary L Cundiff,Casual Vacancy,"What a disappointment!  The only reason I finished this book was because I kept thinking it would get better, considering the author - it didn't.",1.0
2012-10-23,R3I3THBVYF531I,lovetotread,Casual Vacancy,"I had a hard time getting into this book.  I tried not to compare to the Harry Potter books, keeping in mind that this is a whole new world for J.K. Rowling!  Still a little hard to ready.",3.0
2012-10-23,R3P8MSIDL9SELB,Amazon Customer,Loved it!,"It was difficult at first to get used to the language and situations used by the Harry Potter author!  Once I let that go, it was a very enjoyable well-written book.  I recommend this book but would caution against letting children read the book.  Teens to young adult ages- it depends.",5.0
2012-10-23,R2O7UTYB264LX,Colorado Retiree,Disappointing book,"Reading this book was the most disappointing experience I've had in a long time.  I was expecting something that showed more imagination in plot and character development, and I would have liked at least one character I could like in some way. Unfortunately, my expectations were not met.  What a depressing book!  I can think of no reason to recommend this book to other readers, unless they are just curious about the author's ability to write an interesting novel for adults.  I'm sure that the author has the ability to do so, but I didn't feel it was demonstrated in this first attempt.  Please try again!",1.0
2012-10-23,R3CNJY91B0SCYR,lbjafwife,Offensive language alert!  Very disappointed!,"A huge HP fan, I was expecting great things.  Instead, I was vastly disappointed!  First, as she is introducing us to her cast of characters in the first few pages, I found myself thinking that none of these people seemed likeable or even interesting.  Most seemed to lead sad, pathetic lives.  Then, in 2 pages (p.13-14) she dropped the F-bomb 4 times, used s... twice and included other vulgar language.  I was shocked to say the least.  I decided to read on, hoping things would get better.  Instead, by page 21 we are treated to a teenage boy having an erection on the school bus as he watches his ""dream girl,"" which resulted in his needing to go home and masturbate for 30 minutes!  At this point, I stopped reading the book and returned it!  While I understand that this type of language and vulgarity is, unfortunately, prevalent in our society, I find it offensive and do not wish to hear or read it.  I am surprised that Rowling, with her writing skills and excellent command of the English language, could not find other words to describe these people and scenes.  Did she feel she needed to include obscenity and vulgarity in order to entice ""adults"" to read her book?  If so, what does that say about her perception of her target group?  Does she think that adults can't/won't read a book without it?  If so, she certainly didn't learn anything about the readers of the HP series!  I sincerely hope that she will revert to the writing style used in the HP series for future books and not insult us by thinking that she needs to lower her standards with obscenity and vulgarity.",1.0
2012-10-23,R1VLNP9C2J18M1,MSMcReynolds,Half-way through,"I am about half-way through this book. I must admit that I bought it purely because I love Harry Potter and was interested to see what else J.K. Rowling had up her sleeve. I am a ravenous reader, if I love a book it's too hard to put down and I end up finishing it in a day or two. I've been reading this for a few weeks. Here are some things it's not: gripping, exciting, intriguing. It is: complicated (there are a lot of characters and they are so similar that they are hard to keep track off), meandering (many vignettes), wandering...",2.0
2012-10-23,RF75DHVB5BXQK,Abby3211,On the Same Level as HP 1,"As a member of the Harry Potter Generation, I am the perfect age to read JK Rowling. I was 9 when HP1 came out and now I'm 21 reading the Casual Vacancy. I think people need to remember that this is her 1st adult novel. It's a change and challenge for her. Much like HP1 started slow and finished strong I felt like this book was not easy to get into but I was riveted by the end. I fully expect JK Rowling to pen more adult novels and for her skills to flourish with each new book, just as they did with the HP Series.",4.0
2012-10-23,RUDXS9EJEBLOD,K. Mater,The book makes me think,"I read the book on my Kindle, and was a bit disappointed on the less than perfect editing (I found several instances where a parentheses was missing).  At first I had a hard time keeping all the characters straight, but as I read, it got easier and easier until I just 'knew' them.  I usually do not read books with main characters that I dislike, and this was a book where I did not like many of the characters... sometimes.  At other times I liked them best.  As I read, my allegience to various characters kept switching; and that is the point, right?  People are complicated and 3-D, not paper dolls, so even in my own life there are people I at first glance like or don't like, and later I change my mind.",4.0
2012-10-23,RKQBMB2BLZZTE,Gerri,Casual Vacancy,"Took a little while to get into the story, but I enjoyed the book and the story has stayed in my mind.",4.0
2012-10-23,RLXP2F117ORNM,HLH75,Not what I was hoping for,"From Harry Potter to everyday life and small town scandal??  I expected more excitement or drama.  This is like watching a reality show that never leaves you hanging at the end of the episode.  Wonderfully written, but the content is not what I'd hoped.  I've found I can barely stick with it at times and when I do get back to it, I hope that it's about to get better...but I'm half-way through and it hasn't.",2.0
2012-10-23,R725A5AP6PZXU,dlh,snore,This book was hard to get through. About 1/3 of the way I thought about not reading further. I loved her Harry Potter books. I didn't expect the book to be anything like them but thought there would be some excitement to it. I hope she changes her style with adult books.,2.0
2012-10-23,R21N0HDEBWVCK3,margaret,The Casual Vacamcy-J.K. Rowlings,The book started out slow because of the cast of characters but it was well written and keeps,3.0
2012-10-23,R2CKTKG14Z9T6R,Gene,Very disappointed,"I was extremely disappointed in the book. I had not read her previous books but several grandchildren had read them all. The book is marketed as an adult book, but I was not prepared for the sexual content or graphic descriptions of various characters less than perfect body parts.. I had planned to buy another copy as a gift for a friend recovering from surgery but will buy the latest John Grishom book instead. I am probably a quarter of the way through the book and will not bother to read more. I wish Amazon had a return policy like Costco. I would like to be able to return the Kindle book for a refund.",1.0
2012-10-23,R1OSIZP3KS0HDK,Mary,Casual Vacancy,"I thought the book was dark.  I read more than half of it and decided that I was done with it.  I just could not get into it.  It was centered around the death of one man from a brain aneurism and the people that surrounded him.  Boring for me. I was looking for more from J.K. Rowling, author of Harry Potter.",2.0
2012-10-23,R6I195Y830GOF,Jenna,I couldn't stop reading,Great character driven story. Huge cast of characters and you'll know them better than your own family and neighbors by the end. Wish Barry didn't have to die. He may have been the only decent kind and selfless person in town.,4.0
2012-10-23,R3K6L482G2X8JD,Cathy Anne,Casual Vacancy Not Casual At All,"Casual Vacancy is another of J.K. Rowling's achievements of fine writing.  The story is typically British and can be depressing as it follows the real life scenarios and secrets of people in small town life, however its depictions of the extents people will go through to get what they want are ""spot on"".  The ending is not happy, but realistic, predictable, but not a ""formula"" read.  If you are looking for a read that has a message - this is it.",4.0
2012-10-23,R2IS1YDJ12HSMG,mollie,casual vacancy,kind of hard to follow - too many characters.,2.0
2012-10-23,R13V2HTWRQNAUM,janice obrien,"gripping characters, dark story",The characters are very vivid and the story slowly but surely draws you in.  It is a story that sticks with you but an dark tale.,4.0
2012-10-23,R3MTS435CHTW26,pigeon hunter,Meh,"My title pretty much sums it up. I am a grumpy reader, I dont often find books I really very much like. Prior to reading this one, I read some King books that I barely enjoyed and some random library books I had never heard of which were mostly just about better than not reading anything at all. Unfortunatley Casual Vacancy fits right in with these.",2.0
2012-10-23,R1CMVSACJ7RMV2,Michydog,"She's morphed into Joanna Trollop, shame",So disappointed.  What led JK Rowling to think we all needed another Joanna Trollop.  Sadly the last two Harry Potter books became very rambling with long dialogue and little plot.  This follows in that vein.  I couldn't be bothered to wade through the stuff to actually wait for the plot to develop so I've given up reading when less than half way through.,1.0
2012-10-23,RDFOHJTP3VF07,lucky,the casual vacancy,"Book of the year for me. So insightful and compassionate about the human condition whilst being a page turning unputdownable story at the same time. This is a novel that will stay with you for a long time after reading, and might just make you a better person.",5.0
2012-10-23,R185BAYRQRWV6,AnnabelSA,A big disappointment,"With such a big build-up, perhaps it was inevitable that JK's first ""adult"" book would not live up to expectations, but the whole book reminded me of a ""middle class EastEnders""! What an unrelenting story - not a smile or happy face to be seen and no appealing characters at all.  There were times I had to read out loud to understand the colloquial dialogue and you certainly do not want to be squeamish about bad language, a lot of which seemed to me to be gratuitous once characters are established.  I heard JK herself has said she 'doesn't care what people think' which is a pity - she needs to listen to their comments perhaps before setting out on her next book as 'fame and fortune' are notoriously fickle!",2.0
2012-10-22,R1QNZ4DUK9SVPT,CaraM,Insightful read,"I enjoyed this book. It is very different than Harry Potter (as is to be expected), but I thought the characters were deep and interesting. They are often small-minded and petty, but their lives are woven together in a fascinating and compelling way. The end is a little heartbreaking but certainly memorable.",4.0
2012-10-22,R21W0CM8X7YQKF,Currer Bell,"We're not in Hogwarts anymore, so if you're looking for fantasy, look elsewhere","Though at times overwrought, this is a skillful and moving novel which leaves the black and white morality of Harry Potter's universe far behind.",5.0
2012-10-22,R2AIXXTWAD864Z,A. Savidge,Don't waste your money.,"I don't know if I can express how disappointed I am in this book.  I was really looking forward to what JK Rowling could do with an adult novel.  But this is not worth the time it takes to read it.  Her gratuitous use of profanity and crude situations, thoughts, etc.  is horrendous.  Teenage boys couldn't write something this bad.  Less than twenty pages in, she had dropped enough F-bombs (and other extremely crude language) to make a sailor blush.  and add to that, the is just plain boring.  I couldn't keep track of what was going on we'll enough to stay interested in the story.  I'm not finishing this book; I have better things to do with my time--like trimming my toenails or picking cat hairs off the sofa.",1.0
